SUS316LTP-S
                                               C                 S                 P       N      Si      Mn                Mo                Ni                Cr       Fe 
G4                                       0.00030           0.00030           0.00045 0.00100 0.01000 0.02000           0.02500           0.14000           0.17000 0.632950
JIS                                      0.00030           0.00030 0.00000 - 0.00045    NULL 0.01000 0.02000 0.02000 - 0.03000 0.12000 - 0.15000 0.16000 - 0.18000
JIS G3459 Grade SUS316LTP pipe 0.00000 - 0.00030 0.00000 - 0.00030 0.00000 - 0.00040    NULL 0.01000 0.02000 0.02000 - 0.03000 0.12000 - 0.16000 0.16000 - 0.18000
SAE 316L stainless steel                 0.00030           0.00030           0.00045 0.00100 0.00750 0.02000 0.02000 - 0.03000 0.10000 - 0.14000 0.16000 - 0.18000



